tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-533,Sao Paulo,Clay,28,A,20140224,26,105643,,,Federico Delbonis,L,190,ARG,23.3894592745,61,744,105064,,WC,Thomaz Bellucci,L,188,BRA,26.1546885695,108,532,6-4 6-7(5) 6-4,3,SF,130,8,2,92,57,42,24,16,0,2,6,6,97,56,41,23,16,3,7
2014-533,Sao Paulo,Clay,28,A,20140224,27,105643,,,Federico Delbonis,L,190,ARG,23.3894592745,61,744,103893,,,Paolo Lorenzi,R,183,ITA,32.1943874059,114,512,4-6 6-3 6-4,3,F,127,12,0,87,55,46,19,15,2,3,6,3,87,49,33,23,14,1,3
2014-6967,Shenzhen,Hard,28,A,20140922,1,104678,,Q,Viktor Troicki,R,193,SRB,28.6132785763,174,304,105373,,Q,Martin Klizan,L,190,SVK,25.1991786448,56,810,5-7 6-1 3-0 RET,3,R32,109,10,3,74,44,32,18,11,6,7,4,1,72,35,26,16,11,3,7
2014-6967,Shenzhen,Hard,28,A,20140922,2,106423,,Q,Thanasi Kokkinakis,R,,AUS,18.4503764545,184,283,106078,,WC,Egor Gerasimov,R,,BLR,21.8617385352,237,204,7-6(3) 6-1,3,R32,73,5,2,55,27,24,22,10,2,2,7,4,63,34,28,10,9,2,4
2014-6967,Shenzhen,Hard,28,A,20140922,3,105053,6,,Santiago Giraldo,R,188,COL,26.8199863107,30,1180,105999,,Q,Bowen Ouyang,U,,CHN,22.3436002738,1098,9,3-6 6-3 6-4,3,R32,117,10,2,80,56,41,13,14,6,8,8,5,95,52,37,21,14,7,10
2014-6967,Shenzhen,Hard,28,A,20140922,4,105032,,,Samuel Groth,R,,AUS,26.9267624914,95,604,105902,,,James Duckworth,R,183,AUS,22.6694045175,146,376,6-3 6-7(5) 6-3,3,R32,111,16,1,92,57,46,22,16,0,1,8,3,93,51,40,21,14,7,10
2014-6967,Shenzhen,Hard,28,A,20140922,5,104620,,,Simone Bolelli,R,183,ITA,28.9555099247,76,687,105051,,,Matthew Ebden,R,188,AUS,26.8227241615,98,579,6-4 6-2,3,R32,63,7,2,44,26,23,13,9,0,0,8,4,49,22,16,12,9,0,3
2014-6967,Shenzhen,Hard,28,A,20140922,6,104312,8,,Andreas Seppi,R,190,ITA,30.5845311431,48,880,104216,,,Maximo Gonzalez,R,175,ARG,31.1759069131,104,566,7-6(3) 6-2,3,R32,86,7,3,69,28,24,26,10,4,4,4,2,61,37,26,14,10,2,4
2014-6967,Shenzhen,Hard,28,A,20140922,7,105577,7,,Vasek Pospisil,R,193,CAN,24.2491444216,44,965,104559,,,Teymuraz Gabashvili,R,188,RUS,29.3333333333,55,837,6-3 6-4,3,R32,84,8,1,60,38,30,13,10,4,4,4,7,70,38,30,12,9,8,10
2014-6967,Shenzhen,Hard,28,A,20140922,8,104338,,,Juan Monaco,R,185,ARG,30.4832306639,97,580,105643,,,Federico Delbonis,L,190,ARG,23.9644079398,58,800,6-3 7-5,3,R32,90,3,1,69,37,31,16,11,3,3,1,3,60,30,22,15,10,7,9
2014-6967,Shenzhen,Hard,28,A,20140922,9,104180,,,Gilles Muller,L,193,LUX,31.3730321697,60,783,103843,,,Marco Chiudinelli,R,185,SUI,33.0321697467,163,331,6-4 3-6 6-4,3,R32,130,22,2,73,46,41,13,14,0,1,5,2,91,59,42,19,15,3,5
2014-6967,Shenzhen,Hard,28,A,20140922,10,105575,,,Ricardas Berankis,R,175,LTU,24.2546201232,120,464,104468,5,,Gilles Simon,R,183,FRA,29.735797399,34,1130,6-4 6-2,3,R32,79,1,4,53,26,19,17,9,1,2,2,1,53,26,13,16,9,3,7
2014-6967,Shenzhen,Hard,28,A,20140922,11,105041,,,Lukas Lacko,R,185,SVK,26.8856947296,85,644,105539,,,Evgeny Donskoy,R,185,RUS,24.372347707,132,421,6-1 7-6(4),3,R32,84,4,1,54,32,26,15,9,0,0,7,5,72,33,22,20,10,6,9
2014-6967,Shenzhen,Hard,28,A,20140922,12,104500,,,Somdev Devvarman,R,180,IND,29.6043805613,141,401,106321,,WC,Xin Gao,U,,CHN,20.3641341547,944,14,6-3 4-6 6-4,3,R32,128,7,5,90,51,37,19,15,3,6,6,5,87,43,30,23,14,4,8
2014-6967,Shenzhen,Hard,28,A,20140922,13,104678,,Q,Viktor Troicki,R,193,SRB,28.6132785763,174,304,103970,1,,David Ferrer,R,175,ESP,32.4736481862,5,4495,6-3 6-4,3,R16,66,13,2,59,33,30,14,10,2,2,0,2,51,32,22,10,9,3,5
2014-6967,Shenzhen,Hard,28,A,20140922,14,105053,6,,Santiago Giraldo,R,188,COL,26.8199863107,30,1180,106423,,Q,Thanasi Kokkinakis,R,,AUS,18.4503764545,184,283,6-4 6-3,3,R16,82,4,0,48,33,28,9,9,0,0,11,3,68,37,28,11,10,2,5
2014-6967,Shenzhen,Hard,28,A,20140922,15,103990,4,,Tommy Robredo,R,180,ESP,32.3942505133,22,1645,105032,,,Samuel Groth,R,,AUS,26.9267624914,95,604,1-6 7-5 6-3,3,R16,97,3,2,78,45,32,21,14,2,4,11,4,81,55,45,11,14,8,10
2014-6967,Shenzhen,Hard,28,A,20140922,16,104312,8,,Andreas Seppi,R,190,ITA,30.5845311431,48,880,104620,,,Simone Bolelli,R,183,ITA,28.9555099247,76,687,6-4 6-3,3,R16,68,8,0,50,31,27,11,9,2,2,3,1,51,35,23,9,10,2,5
2014-6967,Shenzhen,Hard,28,A,20140922,17,104338,,,Juan Monaco,R,185,ARG,30.4832306639,97,580,105577,7,,Vasek Pospisil,R,193,CAN,24.2491444216,44,965,7-5 2-6 6-3,3,R16,119,0,3,96,62,42,22,15,6,8,11,5,78,44,34,21,14,5,7
2014-6967,Shenzhen,Hard,28,A,20140922,18,104755,3,,Richard Gasquet,R,185,FRA,28.2628336756,21,1745,104180,,,Gilles Muller,L,193,LUX,31.3730321697,60,783,6-3 6-2,3,R16,77,5,2,59,38,30,13,9,6,6,6,5,55,25,15,15,8,2,5
2014-6967,Shenzhen,Hard,28,A,20140922,19,105041,,,Lukas Lacko,R,185,SVK,26.8856947296,85,644,105575,,,Ricardas Berankis,R,175,LTU,24.2546201232,120,464,6-4 7-6(1),3,R16,99,4,3,80,45,31,22,11,4,5,3,2,72,32,26,20,11,2,4
2014-6967,Shenzhen,Hard,28,A,20140922,20,104918,2,,Andy Murray,R,190,GBR,27.356605065,11,3135,104500,,,Somdev Devvarman,R,180,IND,29.6043805613,141,401,6-3 6-3,3,R16,82,4,2,52,29,24,12,9,4,5,2,3,61,39,20,12,9,3,7
2014-6967,Shenzhen,Hard,28,A,20140922,21,105053,6,,Santiago Giraldo,R,188,COL,26.8199863107,30,1180,104678,,Q,Viktor Troicki,R,193,SRB,28.6132785763,174,304,7-6(6) 6-3,3,QF,91,1,2,81,52,38,13,11,3,4,9,2,60,34,26,14,10,0,2
2014-6967,Shenzhen,Hard,28,A,20140922,22,103990,4,,Tommy Robredo,R,180,ESP,32.3942505133,22,1645,104312,8,,Andreas Seppi,R,190,ITA,30.5845311431,48,880,6-4 6-7(5) 6-3,3,QF,156,19,3,104,58,48,26,16,1,1,11,4,102,59,46,23,15,4,6
2014-6967,Shenzhen,Hard,28,A,20140922,23,104338,,,Juan Monaco,R,185,ARG,30.4832306639,97,580,104755,3,,Richard Gasquet,R,185,FRA,28.2628336756,21,1745,7-6(7) 6-4,3,QF,103,4,2,77,51,33,13,11,1,4,5,2,71,41,26,13,11,4,8
2014-6967,Shenzhen,Hard,28,A,20140922,24,104918,2,,Andy Murray,R,190,GBR,27.356605065,11,3135,105041,,,Lukas Lacko,R,185,SVK,26.8856947296,85,644,6-3 7-5,3,QF,80,9,2,67,38,32,18,11,4,4,3,1,56,34,26,9,10,2,4
2014-6967,Shenzhen,Hard,28,A,20140922,25,103990,4,,Tommy Robredo,R,180,ESP,32.3942505133,22,1645,105053,6,,Santiago Giraldo,R,188,COL,26.8199863107,30,1180,6-1 6-4,3,SF,70,10,3,57,33,28,11,9,3,4,2,2,54,37,22,6,8,3,7
2014-6967,Shenzhen,Hard,28,A,20140922,26,104918,2,,Andy Murray,R,190,GBR,27.356605065,11,3135,104338,,,Juan Monaco,R,185,ARG,30.4832306639,97,580,2-6 6-3 6-0,3,SF,102,10,2,73,42,26,15,12,4,8,4,3,71,50,25,9,11,3,9
2014-6967,Shenzhen,Hard,28,A,20140922,27,104918,2,,Andy Murray,R,190,GBR,27.356605065,11,3135,103990,4,,Tommy Robredo,R,180,ESP,32.3942505133,22,1645,5-7 7-6(9) 6-1,3,F,150,10,5,93,55,40,20,15,4,7,4,7,106,64,44,17,16,3,8
2014-747,Beijing,Hard,32,A,20140929,1,104925,1,,Novak Djokovic,R,188,SRB,27.356605065,1,12150,104198,,,Guillermo Garcia Lopez,R,188,ESP,31.3210130048,38,1040,6-2 6-1,3,R32,64,1,1,49,34,20,10,8,4,6,0,3,45,18,8,7,7,0,6
2014-747,Beijing,Hard,32,A,20140929,2,105577,,,Vasek Pospisil,R,193,CAN,24.2683093771,41,965,104586,,,Lukas Rosol,R,196,CZE,29.18275154,26,1290,6-4 6-3,3,R32,72,10,3,63,34,24,15,10,4,6,1,2,51,33,20,7,9,3,7
2014-747,Beijing,Hard,32,A,20140929,3,104665,,,Pablo Andujar,R,180,ESP,28.681724846,43,946,103898,,,Julien Benneteau,R,185,FRA,32.7748117728,29,1205,6-4 6-1,3,R32,63,0,3,47,28,20,12,9,0,1,2,3,54,28,15,11,8,3,7
2014-747,Beijing,Hard,32,A,20140929,4,105777,5,,Grigor Dimitrov,R,188,BUL,23.3730321697,10,3710,104269,,,Fernando Verdasco,L,188,ESP,30.8720054757,32,1135,6-1 3-6 6-3,3,R32,95,11,2,84,53,39,18,13,7,8,3,4,72,51,35,11,12,8,11
2014-747,Beijing,Hard,32,A,20140929,5,105227,4,,Marin Cilic,R,198,CRO,26.0013689254,9,3845,105339,,WC,Yan Bai,U,,CHN,25.3579739904,464,82,6-3 6-4,3,R32,81,7,3,67,38,29,18,10,4,4,3,5,57,28,20,15,9,8,10
2014-747,Beijing,Hard,32,A,20140929,6,105311,,,Joao Sousa,R,,POR,25.5003422313,52,862,104559,,Q,Teymuraz Gabashvili,R,188,RUS,29.3524982888,55,837,1-6 7-6(4) 6-4,3,R32,125,3,5,95,56,38,21,14,6,9,1,3,91,51,37,22,15,3,5
2014-747,Beijing,Hard,32,A,20140929,7,104655,,,Pablo Cuevas,R,180,URU,28.7419575633,35,1084,105062,,Q,Mikhail Kukushkin,R,183,KAZ,26.7597535934,89,632,7-6(3) 3-6 6-4,3,R32,142,6,4,85,46,36,20,15,2,6,3,1,112,63,41,26,16,9,13
2014-747,Beijing,Hard,32,A,20140929,8,104918,6,,Andy Murray,R,190,GBR,27.3757700205,11,3365,105668,,,Jerzy Janowicz,R,203,POL,23.8767967146,36,1055,6-7(9) 6-4 6-2,3,R32,148,7,4,108,58,42,25,15,2,5,5,9,98,61,40,15,15,5,11
2014-747,Beijing,Hard,32,A,20140929,9,104545,8,,John Isner,R,206,USA,29.4264202601,15,1925,105053,,,Santiago Giraldo,R,188,COL,26.8391512663,28,1225,6-1 6-3,3,R32,61,14,2,50,34,27,10,8,5,5,0,1,56,37,21,9,8,5,9
2014-747,Beijing,Hard,32,A,20140929,10,103990,,,Tommy Robredo,R,180,ESP,32.4134154689,21,1750,104312,,,Andreas Seppi,R,190,ITA,30.6036960986,48,880,3-6 7-6(4) 6-2,3,R32,152,10,3,129,79,48,26,14,19,23,1,8,115,67,45,18,15,11,16
2014-747,Beijing,Hard,32,A,20140929,11,104678,,WC,Viktor Troicki,R,193,SRB,28.6324435318,152,361,104022,,,Mikhail Youzhny,R,183,RUS,32.2628336756,33,1135,6-3 6-4,3,R32,76,4,1,59,31,24,13,9,1,3,0,4,60,33,22,8,10,4,9
2014-747,Beijing,Hard,32,A,20140929,12,104607,3,,Tomas Berdych,R,196,CZE,29.0321697467,6,4115,103852,,WC,Feliciano Lopez,L,188,ESP,33.0239561944,20,1770,6-1 6-2,3,R32,63,5,3,43,21,19,14,8,0,0,4,6,59,31,20,9,7,10,14
2014-747,Beijing,Hard,32,A,20140929,13,105208,7,,Ernests Gulbis,R,190,LAT,26.0807665982,13,2455,104926,,,Fabio Fognini,R,178,ITA,27.3511293634,18,1870,6-3 6-4,3,R32,79,7,3,51,29,26,15,10,0,0,0,6,67,36,26,14,9,7,9
2014-747,Beijing,Hard,32,A,20140929,14,105373,,Q,Martin Klizan,L,190,SVK,25.2183436003,56,822,104919,,,Leonardo Mayer,R,188,ARG,27.3757700205,25,1339,7-6(2) 6-7(3) 6-4,3,R32,147,2,5,107,68,52,17,17,1,3,10,6,109,66,54,16,17,4,7
2014-747,Beijing,Hard,32,A,20140929,15,105376,,Q,Peter Gojowczyk,R,185,GER,25.2073921971,122,458,103333,,,Ivo Karlovic,R,208,CRO,35.5838466804,30,1195,6-4 2-6 7-5,3,R32,112,10,5,93,49,38,21,15,2,5,17,4,82,46,36,19,15,6,9
2014-747,Beijing,Hard,32,A,20140929,16,104745,2,,Rafael Nadal,L,185,ESP,28.3230663929,2,8665,104755,,,Richard Gasquet,R,185,FRA,28.2819986311,22,1745,6-4 6-0,3,R32,79,4,1,55,38,28,10,8,3,3,1,1,54,31,19,8,8,3,7
2014-747,Beijing,Hard,32,A,20140929,17,104925,1,,Novak Djokovic,R,188,SRB,27.356605065,1,12150,105577,,,Vasek Pospisil,R,193,CAN,24.2683093771,41,965,6-3 7-5,3,R16,86,5,0,50,34,28,11,10,0,1,14,6,76,46,32,10,11,5,9
2014-747,Beijing,Hard,32,A,20140929,18,105777,5,,Grigor Dimitrov,R,188,BUL,23.3730321697,10,3710,104665,,,Pablo Andujar,R,180,ESP,28.681724846,43,946,6-4 6-4,3,R16,84,4,5,66,35,26,11,10,6,9,0,4,57,29,17,14,10,3,8
2014-747,Beijing,Hard,32,A,20140929,19,105227,4,,Marin Cilic,R,198,CRO,26.0013689254,9,3845,105311,,,Joao Sousa,R,,POR,25.5003422313,52,862,6-3 6-3,3,R16,72,2,0,47,28,24,13,9,2,2,1,5,56,21,15,17,9,5,8
2014-747,Beijing,Hard,32,A,20140929,20,104918,6,,Andy Murray,R,190,GBR,27.3757700205,11,3365,104655,,,Pablo Cuevas,R,180,URU,28.7419575633,35,1084,6-2 6-2,3,R16,80,3,1,51,30,22,10,8,3,4,1,0,56,36,18,8,8,5,10
2014-747,Beijing,Hard,32,A,20140929,21,104545,8,,John Isner,R,206,USA,29.4264202601,15,1925,103990,,,Tommy Robredo,R,180,ESP,32.4134154689,21,1750,3-6 7-5 7-6(4),3,R16,132,16,5,109,72,53,16,17,1,4,12,2,101,67,50,17,16,1,3
2014-747,Beijing,Hard,32,A,20140929,22,104607,3,,Tomas Berdych,R,196,CZE,29.0321697467,6,4115,104678,,WC,Viktor Troicki,R,193,SRB,28.6324435318,152,361,6-3 6-4,3,R16,87,4,4,71,23,17,30,10,3,4,6,2,51,23,18,12,9,0,3
2014-747,Beijing,Hard,32,A,20140929,23,105373,,Q,Martin Klizan,L,190,SVK,25.2183436003,56,822,105208,7,,Ernests Gulbis,R,190,LAT,26.0807665982,13,2455,6-2 3-0 RET,3,R16,55,5,0,33,24,18,6,5,3,3,3,2,42,22,15,4,6,3,7
2014-747,Beijing,Hard,32,A,20140929,24,104745,2,,Rafael Nadal,L,185,ESP,28.3230663929,2,8665,105376,,Q,Peter Gojowczyk,R,185,GER,25.2073921971,122,458,6-3 6-4,3,R16,105,6,2,61,40,34,11,10,3,3,8,4,89,43,30,21,9,9,11
2014-747,Beijing,Hard,32,A,20140929,25,104925,1,,Novak Djokovic,R,188,SRB,27.356605065,1,12150,105777,5,,Grigor Dimitrov,R,188,BUL,23.3730321697,10,3710,6-2 6-4,3,QF,90,2,3,63,39,31,8,9,6,8,2,3,60,34,19,10,9,3,8
2014-747,Beijing,Hard,32,A,20140929,26,104918,6,,Andy Murray,R,190,GBR,27.3757700205,11,3365,105227,4,,Marin Cilic,R,198,CRO,26.0013689254,9,3845,6-1 6-4,3,QF,98,5,1,62,38,27,14,8,5,5,1,2,68,31,18,18,9,7,11
2014-747,Beijing,Hard,32,A,20140929,27,104607,3,,Tomas Berdych,R,196,CZE,29.0321697467,6,4115,104545,8,,John Isner,R,206,USA,29.4264202601,15,1925,6-1 6-4,3,QF,74,5,2,56,29,21,20,9,3,3,9,1,55,34,21,9,8,5,8
2014-747,Beijing,Hard,32,A,20140929,28,105373,,Q,Martin Klizan,L,190,SVK,25.2183436003,56,822,104745,2,,Rafael Nadal,L,185,ESP,28.3230663929,2,8665,6-7(7) 6-4 6-3,3,QF,157,5,0,95,63,47,18,16,4,7,2,3,101,63,46,12,15,9,14
2014-747,Beijing,Hard,32,A,20140929,29,104925,1,,Novak Djokovic,R,188,SRB,27.356605065,1,12150,104918,6,,Andy Murray,R,190,GBR,27.3757700205,11,3365,6-3 6-4,3,SF,97,4,0,62,35,24,20,10,4,5,4,2,58,34,24,8,9,3,6
2014-747,Beijing,Hard,32,A,20140929,30,104607,3,,Tomas Berdych,R,196,CZE,29.0321697467,6,4115,105373,,Q,Martin Klizan,L,190,SVK,25.2183436003,56,822,6-4 6-1,3,SF,81,8,3,50,30,26,12,9,1,1,3,3,62,41,23,10,8,6,9
2014-747,Beijing,Hard,32,A,20140929,31,104925,1,,Novak Djokovic,R,188,SRB,27.356605065,1,12150,104607,3,,Tomas Berdych,R,196,CZE,29.0321697467,6,4115,6-0 6-2,3,F,67,4,1,45,32,22,8,7,1,2,1,3,42,24,11,4,7,2,8
2014-360,Casablanca,Clay,28,A,20140407,1,103812,,,Victor Hanescu,R,198,ROU,32.7118412047,89,616,105830,,WC,Hicham Khaddari,U,,MAR,22.6338124572,513,66,7-6(3) 6-3,3,R32,102,3,6,56,33,27,9,10,1,4,3,2,80,42,27,15,11,8,13
2014-360,Casablanca,Clay,28,A,20140407,2,106290,,Q,Filip Peliwo,R,,CAN,20.1834360027,266,176,103835,,,Filippo Volandri,R,183,ITA,32.5859000684,80,643,7-6(6) 6-3,3,R32,89,1,1,64,26,18,24,10,5,7,2,5,82,50,33,12,11,3,7
2014-360,Casablanca,Clay,28,A,20140407,3,105643,6,,Federico Delbonis,L,190,ARG,23.5044490075,43,1009,104468,,Q,Gilles Simon,R,183,FRA,29.2758384668,27,1315,6-4 6-4,3,R32,84,1,2,63,38,29,15,10,2,2,1,2,57,26,21,16,10,1,3
2014-360,Casablanca,Clay,28,A,20140407,4,105077,,,Albert Ramos,L,188,ESP,26.2203969884,104,569,104467,,WC,Lamine Ouahab,R,185,ALG,29.2895277207,248,191,6-3 2-6 6-1,3,R32,100,2,1,62,39,24,11,12,2,7,0,1,81,48,27,12,12,4,11
2014-360,Casablanca,Clay,28,A,20140407,5,105807,,,Pablo Carreno Busta,R,,ESP,22.7378507871,64,717,104735,,,Tobias Kamke,R,180,GER,27.8795345654,92,605,6-1 6-2,3,R32,52,7,0,47,25,20,14,8,0,0,0,5,36,21,11,4,7,0,4
2014-360,Casablanca,Clay,28,A,20140407,6,104873,,,Aleksandr Nedovyesov,R,,KAZ,27.1403148528,77,654,104898,7,,Robin Haase,R,190,NED,27.0034223135,47,972,7-6(6) 6-4,3,R32,92,4,1,73,45,30,12,11,4,8,4,2,68,42,29,10,11,4,9
2014-360,Casablanca,Clay,28,A,20140407,7,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.841889117,53,866,105062,,,Mikhail Kukushkin,R,183,KAZ,26.2806297057,56,827,7-6(5) 7-6(6),3,R32,136,3,7,91,46,32,20,12,1,5,0,1,106,59,38,21,12,7,11
2014-360,Casablanca,Clay,28,A,20140407,8,104122,,,Carlos Berlocq,R,183,ARG,31.1731690623,61,735,104559,,,Teymuraz Gabashvili,R,188,RUS,28.8733744011,58,779,6-4 6-1,3,R32,76,3,2,52,36,25,11,9,2,3,1,8,48,18,15,10,8,4,8
2014-360,Casablanca,Clay,28,A,20140407,9,103656,,,Albert Montanes,R,175,ESP,33.3607118412,57,796,104932,,,Kenny De Schepper,L,203,FRA,26.8583162218,62,729,6-2 6-3,3,R32,70,4,3,48,29,27,8,8,4,4,3,8,71,45,28,10,9,7,11
2014-360,Casablanca,Clay,28,A,20140407,10,105311,5,,Joao Sousa,R,,POR,25.0212183436,38,1045,104997,,,Igor Sijsling,R,190,NED,26.636550308,55,831,6-2 6-4,3,R32,58,2,0,46,27,22,11,9,1,2,3,4,60,26,16,15,9,7,11
2014-360,Casablanca,Clay,28,A,20140407,11,106148,,Q,Roberto Carballes Baena,R,,ESP,21.0403832991,273,168,105676,,Q,David Goffin,R,163,BEL,23.3319644079,106,561,6-2 7-5,3,R32,108,3,1,79,39,27,22,10,5,6,1,3,59,26,17,15,10,1,5
2014-360,Casablanca,Clay,28,A,20140407,12,106210,,,Jiri Vesely,L,,CZE,20.7419575633,67,704,104919,,,Leonardo Mayer,R,188,ARG,26.8966461328,87,619,6-4 6-3,3,R32,85,1,3,58,28,24,17,10,1,2,1,8,59,24,18,17,9,5,8
2014-360,Casablanca,Clay,28,A,20140407,13,103812,,,Victor Hanescu,R,198,ROU,32.7118412047,89,616,104731,1,,Kevin Anderson,R,203,RSA,27.8877481177,19,1940,6-4 6-4,3,R16,86,0,5,71,48,36,12,10,5,5,4,4,55,30,24,13,10,3,5
2014-360,Casablanca,Clay,28,A,20140407,14,105643,6,,Federico Delbonis,L,190,ARG,23.5044490075,43,1009,106290,,Q,Filip Peliwo,R,,CAN,20.1834360027,266,176,6-2 6-7(5) 6-4,3,R16,130,5,3,93,53,40,22,15,1,3,7,10,99,54,42,15,15,5,10
2014-360,Casablanca,Clay,28,A,20140407,15,104719,4,,Marcel Granollers,R,190,ESP,27.9863107461,36,1110,105077,,,Albert Ramos,L,188,ESP,26.2203969884,104,569,6-3 7-6(3),3,R16,100,8,0,61,38,33,15,11,0,0,0,2,63,31,23,19,10,3,4
2014-360,Casablanca,Clay,28,A,20140407,16,105807,,,Pablo Carreno Busta,R,,ESP,22.7378507871,64,717,104873,,,Aleksandr Nedovyesov,R,,KAZ,27.1403148528,77,654,3-6 6-1 7-6(3),3,R16,111,4,3,88,42,30,30,14,4,6,3,3,85,57,43,11,14,3,6
2014-360,Casablanca,Clay,28,A,20140407,17,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.841889117,53,866,104122,,,Carlos Berlocq,R,183,ARG,31.1731690623,61,735,6-2 7-5,3,R16,113,0,1,62,33,21,17,10,0,2,0,5,73,45,25,11,10,4,9
2014-360,Casablanca,Clay,28,A,20140407,18,105332,3,,Benoit Paire,R,196,FRA,24.9144421629,33,1155,103656,,,Albert Montanes,R,175,ESP,33.3607118412,57,796,6-4 5-7 6-4,3,R16,98,13,3,93,53,40,24,16,3,5,3,6,98,58,43,21,16,4,7
2014-360,Casablanca,Clay,28,A,20140407,19,106148,,Q,Roberto Carballes Baena,R,,ESP,21.0403832991,273,168,105311,5,,Joao Sousa,R,,POR,25.0212183436,38,1045,6-7(7) 7-6(5) 6-2,3,R16,193,2,9,132,71,44,28,16,3,10,1,4,128,60,36,29,16,9,18
2014-360,Casablanca,Clay,28,A,20140407,20,105723,,LL,Andrey Kuznetsov,R,185,RUS,23.1211498973,142,399,106210,,,Jiri Vesely,L,,CZE,20.7419575633,67,704,6-2 3-1 RET,3,R16,44,1,0,36,23,18,6,6,0,1,0,3,35,20,11,5,6,2,6
2014-360,Casablanca,Clay,28,A,20140407,21,105643,6,,Federico Delbonis,L,190,ARG,23.5044490075,43,1009,103812,,,Victor Hanescu,R,198,ROU,32.7118412047,89,616,7-6(5) 6-3,3,QF,100,1,1,77,49,35,12,10,7,9,3,3,74,52,37,6,11,2,6
2014-360,Casablanca,Clay,28,A,20140407,22,104719,4,,Marcel Granollers,R,190,ESP,27.9863107461,36,1110,105807,,,Pablo Carreno Busta,R,,ESP,22.7378507871,64,717,6-7(4) 6-3 6-0,3,QF,142,9,6,94,49,41,21,13,2,3,3,0,96,48,31,24,14,9,15
2014-360,Casablanca,Clay,28,A,20140407,23,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.841889117,53,866,105332,3,,Benoit Paire,R,196,FRA,24.9144421629,33,1155,7-5 7-6(4),3,QF,97,0,5,77,48,34,13,12,3,7,3,5,75,31,22,16,12,1,6
2014-360,Casablanca,Clay,28,A,20140407,24,106148,,Q,Roberto Carballes Baena,R,,ESP,21.0403832991,273,168,105723,,LL,Andrey Kuznetsov,R,185,RUS,23.1211498973,142,399,6-4 6-2,3,QF,88,2,2,91,58,35,19,9,14,15,2,2,52,24,17,10,9,2,6
2014-360,Casablanca,Clay,28,A,20140407,25,104719,4,,Marcel Granollers,R,190,ESP,27.9863107461,36,1110,105643,6,,Federico Delbonis,L,190,ARG,23.5044490075,43,1009,6-1 6-4,3,SF,75,1,0,46,24,17,14,8,0,1,0,3,53,31,11,12,9,2,7
2014-360,Casablanca,Clay,28,A,20140407,26,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.841889117,53,866,106148,,Q,Roberto Carballes Baena,R,,ESP,21.0403832991,273,168,6-2 6-7(6) 6-4,3,SF,167,1,5,107,75,48,14,15,3,7,1,4,108,72,42,13,15,7,14
2014-360,Casablanca,Clay,28,A,20140407,27,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.841889117,53,866,104719,4,,Marcel Granollers,R,190,ESP,27.9863107461,36,1110,5-7 6-4 6-3,3,F,159,1,6,89,56,43,16,16,3,7,3,2,88,53,32,19,15,7,12
2014-741,Eastbourne,Grass,28,A,20140616,1,106071,,,Bernard Tomic,R,193,AUS,21.6509240246,82,656,104979,,,Andrey Golubev,R,185,KAZ,26.9021218344,55,852,6-4 6-4,3,R32,68,12,3,57,37,33,12,10,4,4,7,2,74,54,38,6,10,8,10
2014-741,Eastbourne,Grass,28,A,20140616,2,105385,,,Donald Young,L,183,USA,24.8980150582,69,719,104868,,WC,James Ward,R,190,GBR,27.3483915127,155,371,6-3 6-2,3,R32,63,1,1,48,27,23,14,9,0,0,1,1,56,41,20,8,8,7,10
2014-741,Eastbourne,Grass,28,A,20140616,3,105373,,,Martin Klizan,L,190,SVK,24.9308692676,57,840,105643,8,,Federico Delbonis,L,190,ARG,23.6960985626,39,1099,6-4 6-4,3,R32,70,4,2,62,34,28,15,10,0,0,2,2,52,35,26,11,10,2,4
2014-741,Eastbourne,Grass,28,A,20140616,4,104797,,,Denis Istomin,R,188,UZB,27.7727583847,49,915,105062,,,Mikhail Kukushkin,R,183,KAZ,26.4722792608,58,835,7-6(6) 6-7(7) 6-3,3,R32,158,12,0,121,85,64,23,17,6,7,7,1,126,75,55,30,16,7,9
2014-741,Eastbourne,Grass,28,A,20140616,5,104273,,,Edouard Roger Vasselin,R,188,FRA,30.5489390828,53,860,105723,,Q,Andrey Kuznetsov,R,185,RUS,23.3127994524,114,527,6-3 6-4,3,R32,73,4,3,60,40,32,10,10,2,3,5,1,71,47,29,10,9,7,10
2014-741,Eastbourne,Grass,28,A,20140616,6,103813,,,Jarkko Nieminen,L,185,FIN,32.8980150582,63,790,105053,7,,Santiago Giraldo,R,188,COL,26.5516769336,37,1118,6-3 6-7(5) 6-3,3,R32,101,8,0,93,66,47,20,16,4,5,10,4,93,57,47,12,14,1,4
